trial,ID,run,img_pair,choice,side,outcome,matched,RT,a_learnedprob_correct,b_learnedprob_correct,c_learnedprob_correct,d_learnedprob_correct,e_learnedprob_correct,f_learnedprob_correct,reinforcer_response
86,19,run04,AB,B,2,punish,matched,1.59683,0.75,0.25,,,,,explore_reward
87,19,run04,CD,D,1,punish,matched,1.59526,,,0.607142857,0.392857143,,,exploit_punish
88,19,run04,AB,A,1,punish,mismatched,1.595958,0.72972973,0.27027027,,,,,exploit_punish
89,19,run04,EF,E,1,reward,matched,1.594796,,,,,0.52173913,0.47826087,explore_reward
90,19,run04,CD,C,2,reward,matched,1.592797,,,0.620689655,0.379310345,,,exploit_punish
91,19,run04,AB,A,2,reward,matched,1.590993,0.736842105,0.263157895,,,,,explore_punish
92,19,run04,EF,E,2,punish,mismatched,1.591585,,,,,0.5,0.5,exploit_reward
93,19,run04,EF,E,1,punish,mismatched,1.567379,,,,,0.48,0.52,explore_punish
94,19,run04,CD,D,2,reward,mismatched,1.572215,,,0.6,0.4,,,explore_reward
95,19,run04,CD,C,1,reward,matched,1.571635,,,0.612903226,0.387096774,,,explore_reward
96,19,run04,CD,D,1,reward,mismatched,1.574458,,,0.59375,0.40625,,,explore_reward
97,19,run04,AB,B,2,punish,matched,1.552518,0.743589744,0.256410256,,,,,explore_reward
98,19,run04,EF,E,1,reward,matched,1.572902,,,,,0.5,0.5,explore_punish
99,19,run04,CD,D,2,reward,mismatched,1.556949,,,0.575757576,0.424242424,,,exploit_reward
100,19,run04,AB,A,1,reward,matched,1.566315,0.75,0.25,,,,,exploit_punish
101,19,run04,CD,D,1,reward,mismatched,1.560043,,,0.558823529,0.441176471,,,exploit_reward
102,19,run04,EF,F,2,punish,matched,1.568999,,,,,0.518518519,0.481481481,explore_reward
103,19,run04,EF,F,1,reward,mismatched,1.569567,,,,,0.5,0.5,explore_punish
0,20,run01,CD,D,1,punish,matched,1.567713,,,1,0,,,
1,20,run01,AB,A,2,reward,matched,1.61778,1,0,,,,,
2,20,run01,EF,E,1,reward,matched,1.599877,,,,,1,0,
3,20,run01,CD,C,1,reward,matched,1.598722,,,1,0,,,exploit_punish
4,20,run01,AB,B,1,reward,mismatched,1.596729,0.5,0.5,,,,,explore_reward
5,20,run01,EF,E,2,punish,mismatched,1.597077,,,,,0.5,0.5,exploit_reward
6,20,run01,EF,E,1,reward,matched,1.595632,,,,,0.666666667,0.333333333,explore_punish
7,20,run01,CD,D,2,punish,matched,1.611671,,,1,0,,,explore_reward
8,20,run01,AB,A,2,reward,matched,1.62711,0.666666667,0.333333333,,,,,explore_reward
9,20,run01,CD,D,1,reward,mismatched,1.608506,,,0.75,0.25,,,explore_punish
10,20,run01,AB,B,1,punish,matched,1.608694,0.75,0.25,,,,,explore_reward
11,20,run01,AB,B,1,reward,mismatched,1.590042,0.6,0.4,,,,,explore_punish
12,20,run01,CD,C,2,reward,matched,1.607106,,,0.8,0.2,,,explore_reward
13,20,run01,EF,F,1,reward,mismatched,1.604821,,,,,0.5,0.5,explore_reward
14,20,run01,CD,C,1,reward,matched,1.621517,,,0.833333333,0.166666667,,,exploit_reward
15,20,run01,AB,Miss,Miss,Miss,Miss,Miss,,,,,,,miss_response
16,20,run01,AB,B,2,punish,matched,1.586292,0.666666667,0.333333333,,,,,miss_response
17,20,run01,AB,B,1,punish,matched,1.602033,0.714285714,0.285714286,,,,,explore_punish
18,20,run01,EF,F,2,punish,matched,1.599611,,,,,0.6,0.4,exploit_reward
19,20,run01,EF,F,2,punish,matched,1.599921,,,,,0.666666667,0.333333333,explore_punish
20,20,run01,AB,A,2,punish,mismatched,1.597601,0.625,0.375,,,,,exploit_punish
21,20,run01,AB,B,2,punish,matched,1.614316,0.666666667,0.333333333,,,,,exploit_punish
22,20,run01,AB,A,1,reward,matched,1.597081,0.7,0.3,,,,,exploit_punish
23,20,run01,CD,D,1,punish,matched,1.612374,,,0.857142857,0.142857143,,,explore_reward
24,20,run01,CD,D,2,punish,matched,1.593999,,,0.875,0.125,,,explore_punish
25,20,run01,AB,B,1,punish,matched,1.610857,0.727272727,0.272727273,,,,,explore_reward
26,20,run02,AB,B,2,punish,matched,1.568094,0.75,0.25,,,,,explore_punish
27,20,run02,EF,E,1,reward,matched,1.599608,,,,,0.714285714,0.285714286,exploit_punish
28,20,run02,AB,A,1,punish,mismatched,1.58295,0.692307692,0.307692308,,,,,exploit_punish
29,20,run02,EF,E,2,punish,mismatched,1.598561,,,,,0.625,0.375,exploit_reward
30,20,run02,CD,C,1,reward,matched,1.597842,,,0.888888889,0.111111111,,,exploit_punish
31,20,run02,EF,E,2,reward,matched,1.595519,,,,,0.666666667,0.333333333,explore_punish
32,20,run02,AB,B,2,punish,matched,1.578123,0.714285714,0.285714286,,,,,exploit_punish
33,20,run02,AB,A,1,reward,matched,1.610239,0.733333333,0.266666667,,,,,exploit_punish
34,20,run02,CD,D,2,reward,mismatched,1.592504,,,0.8,0.2,,,explore_reward
35,20,run02,CD,C,1,reward,matched,1.609201,,,0.818181818,0.181818182,,,explore_reward
36,20,run02,AB,A,2,reward,matched,1.607154,0.75,0.25,,,,,exploit_reward
37,20,run02,AB,B,2,reward,mismatched,1.590416,0.705882353,0.294117647,,,,,explore_reward
38,20,run02,CD,D,2,punish,matched,1.621889,,,0.833333333,0.166666667,,,explore_reward
39,20,run02,CD,C,2,reward,matched,1.604232,,,0.846153846,0.153846154,,,exploit_punish
40,20,run02,AB,B,2,reward,mismatched,1.587482,0.666666667,0.333333333,,,,,exploit_reward
41,20,run02,CD,D,1,punish,matched,1.603349,,,0.857142857,0.142857143,,,explore_reward
42,20,run02,EF,E,2,punish,mismatched,1.602088,,,,,0.6,0.4,exploit_reward
43,20,run02,EF,E,2,reward,matched,1.600222,,,,,0.636363636,0.363636364,explore_punish
44,20,run02,AB,B,2,punish,matched,1.600151,0.684210526,0.315789474,,,,,exploit_reward
45,20,run02,EF,E,1,reward,matched,1.581437,,,,,0.666666667,0.333333333,exploit_reward
46,20,run02,CD,C,1,reward,matched,1.597334,,,0.866666667,0.133333333,,,exploit_punish
47,20,run02,CD,D,2,punish,matched,1.596266,,,0.875,0.125,,,explore_reward
48,20,run02,EF,F,1,punish,matched,1.595099,,,,,0.692307692,0.307692308,explore_reward
49,20,run02,EF,E,2,reward,matched,1.593969,,,,,0.714285714,0.285714286,exploit_punish
50,20,run02,EF,F,2,punish,matched,1.609525,,,,,0.733333333,0.266666667,explore_reward
51,20,run02,CD,D,2,punish,matched,1.591749,,,0.882352941,0.117647059,,,explore_punish
52,20,run03,CD,D,1,punish,matched,1.584763,,,0.888888889,0.111111111,,,explore_punish
53,20,run03,AB,B,2,reward,mismatched,1.600968,0.65,0.35,,,,,explore_punish
54,20,run03,CD,D,2,punish,matched,1.598708,,,0.894736842,0.105263158,,,explore_punish
55,20,run03,CD,C,1,punish,mismatched,1.598036,,,0.85,0.15,,,exploit_punish
56,20,run03,CD,C,2,reward,matched,1.598084,,,0.857142857,0.142857143,,,explore_punish
57,20,run03,AB,A,2,reward,matched,1.596847,0.666666667,0.333333333,,,,,explore_reward
58,20,run03,AB,B,1,punish,matched,1.594961,0.681818182,0.318181818,,,,,explore_reward
59,20,run03,EF,E,2,punish,mismatched,1.610831,,,,,0.6875,0.3125,exploit_punish
60,20,run03,AB,A,2,reward,matched,1.610669,0.695652174,0.304347826,,,,,exploit_punish
61,20,run03,AB,B,2,punish,matched,1.593271,0.708333333,0.291666667,,,,,explore_reward
62,20,run03,CD,C,1,punish,mismatched,1.607577,,,0.818181818,0.181818182,,,exploit_reward
63,20,run03,AB,B,2,punish,matched,1.590711,0.72,0.28,,,,,explore_punish
64,20,run03,EF,F,2,punish,matched,1.605651,,,,,0.705882353,0.294117647,exploit_punish
65,20,run03,CD,C,1,reward,matched,1.605946,,,0.826086957,0.173913043,,,explore_punish
66,20,run03,CD,C,1,punish,mismatched,1.604985,,,0.791666667,0.208333333,,,exploit_reward
67,20,run03,EF,E,2,reward,matched,1.602658,,,,,0.722222222,0.277777778,exploit_punish
68,20,run03,AB,B,2,punish,matched,1.602745,0.730769231,0.269230769,,,,,explore_punish
69,20,run03,AB,B,2,punish,matched,1.600502,0.740740741,0.259259259,,,,,explore_punish
70,20,run03,CD,C,2,reward,matched,1.600599,,,0.8,0.2,,,explore_punish
71,20,run03,EF,E,2,punish,mismatched,1.598179,,,,,0.684210526,0.315789474,exploit_reward
72,20,run03,AB,B,1,punish,matched,1.598765,0.75,0.25,,,,,explore_punish
73,20,run03,EF,E,2,punish,mismatched,1.614202,,,,,0.65,0.35,explore_punish
74,20,run03,AB,A,2,reward,matched,1.595281,0.75862069,0.24137931,,,,,exploit_punish
75,20,run03,AB,A,2,reward,matched,1.59438,0.766666667,0.233333333,,,,,exploit_reward
76,20,run03,EF,F,1,punish,matched,1.59317,,,,,0.666666667,0.333333333,exploit_punish
77,20,run03,EF,F,2,punish,matched,1.592299,,,,,0.681818182,0.318181818,explore_punish
78,20,run04,EF,F,2,reward,mismatched,1.568223,,,,,0.652173913,0.347826087,explore_punish
79,20,run04,CD,D,2,punish,matched,1.582914,,,0.807692308,0.192307692,,,explore_reward
80,20,run04,EF,F,1,reward,mismatched,1.582743,,,,,0.625,0.375,exploit_reward
81,20,run04,AB,B,2,punish,matched,1.581013,0.774193548,0.225806452,,,,,explore_reward
82,20,run04,EF,E,1,reward,matched,1.579703,,,,,0.64,0.36,explore_reward
83,20,run04,AB,B,1,punish,matched,1.595448,0.78125,0.21875,,,,,explore_punish
84,20,run04,AB,A,1,reward,matched,1.578754,0.787878788,0.212121212,,,,,exploit_punish
85,20,run04,CD,C,2,punish,mismatched,1.593413,,,0.777777778,0.222222222,,,exploit_punish
86,20,run04,AB,A,2,punish,mismatched,1.592474,0.764705882,0.235294118,,,,,exploit_reward
87,20,run04,EF,F,1,punish,matched,1.607996,,,,,0.653846154,0.346153846,explore_reward
88,20,run04,CD,D,2,punish,matched,1.607879,,,0.785714286,0.214285714,,,exploit_punish
89,20,run04,AB,A,1,reward,matched,1.589437,0.771428571,0.228571429,,,,,explore_punish
90,20,run04,EF,F,2,punish,matched,1.604766,,,,,0.666666667,0.333333333,explore_punish
91,20,run04,AB,Miss,Miss,Miss,Miss,Miss,,,,,,,miss_response
92,20,run04,AB,A,2,reward,matched,1.586411,0.777777778,0.222222222,,,,,miss_response
93,20,run04,EF,E,2,punish,mismatched,1.601823,,,,,0.642857143,0.357142857,exploit_punish
94,20,run04,CD,D,1,punish,matched,1.585702,,,0.793103448,0.206896552,,,explore_punish
95,20,run04,EF,F,2,reward,mismatched,1.599817,,,,,0.620689655,0.379310345,exploit_punish
96,20,run04,CD,D,2,punish,matched,1.58325,,,0.8,0.2,,,explore_punish
97,20,run04,AB,B,2,punish,matched,1.582252,0.783783784,0.216216216,,,,,explore_reward
98,20,run04,CD,C,1,reward,matched,1.598032,,,0.806451613,0.193548387,,,exploit_punish
99,20,run04,AB,B,2,punish,matched,1.596809,0.789473684,0.210526316,,,,,explore_punish
100,20,run04,CD,D,1,punish,matched,1.596184,,,0.8125,0.1875,,,explore_reward
101,20,run04,EF,E,2,reward,matched,1.593943,,,,,0.633333333,0.366666667,explore_reward
102,20,run04,EF,E,2,reward,matched,1.593373,,,,,0.64516129,0.35483871,exploit_reward
103,20,run04,EF,E,1,punish,mismatched,1.591663,,,,,0.625,0.375,exploit_reward
0,21,run01,CD,D,2,punish,matched,1.568711,,,1,0,,,
1,21,run01,EF,Miss,Miss,Miss,Miss,Miss,,,,,,,
2,21,run01,EF,E,2,punish,mismatched,1.584563,,,,,0,1,miss_response
3,21,run01,AB,A,1,punish,mismatched,1.567036,0,1,,,,,
4,21,run01,AB,B,2,punish,matched,1.614662,0.5,0.5,,,,,exploit_punish
5,21,run01,EF,F,1,punish,matched,1.597799,,,,,0.5,0.5,exploit_punish
6,21,run01,AB,A,2,reward,matched,1.579915,0.666666667,0.333333333,,,,,exploit_punish
7,21,run01,AB,A,2,reward,matched,1.578497,0.75,0.25,,,,,exploit_reward
8,21,run01,AB,A,2,reward,matched,1.577544,0.8,0.2,,,,,exploit_reward
9,21,run01,CD,D,1,punish,matched,1.575575,,,1,0,,,explore_punish
10,21,run01,AB,B,1,punish,matched,1.592366,0.833333333,0.166666667,,,,,explore_reward
11,21,run01,CD,C,2,punish,mismatched,1.590315,,,0.666666667,0.333333333,,,exploit_punish
12,21,run01,AB,A,2,reward,matched,1.590843,0.857142857,0.142857143,,,,,exploit_punish
13,21,run01,AB,Miss,Miss,Miss,Miss,Miss,,,,,,,explore_reward
14,21,run01,EF,F,1,reward,mismatched,1.57223,,,,,0.333333333,0.666666667,explore_punish
15,21,run01,CD,C,1,reward,matched,1.586705,,,0.75,0.25,,,explore_punish
16,21,run01,CD,D,1,punish,matched,1.586666,,,0.8,0.2,,,explore_reward
17,21,run01,AB,Miss,Miss,Miss,Miss,Miss,,,,,,,miss_response
18,21,run01,AB,A,2,reward,matched,1.583433,0.875,0.125,,,,,miss_response
19,21,run01,CD,D,1,reward,mismatched,1.599903,,,0.666666667,0.333333333,,,explore_punish
20,21,run01,CD,Miss,Miss,Miss,Miss,Miss,,,,,,,miss_response
21,21,run01,CD,D,2,reward,mismatched,1.582191,,,0.571428571,0.428571429,,,miss_response
22,21,run01,EF,F,2,punish,matched,1.580879,,,,,0.5,0.5,exploit_reward
23,21,run01,AB,B,2,punish,matched,1.597317,0.888888889,0.111111111,,,,,explore_reward
24,21,run01,EF,F,2,reward,mismatched,1.577669,,,,,0.4,0.6,explore_punish
25,21,run01,AB,A,1,reward,matched,1.593047,0.9,0.1,,,,,exploit_punish
26,21,run02,CD,D,1,punish,matched,1.584302,,,0.625,0.375,,,exploit_reward
27,21,run02,AB,A,2,reward,matched,1.566912,0.909090909,0.090909091,,,,,exploit_reward
28,21,run02,CD,C,1,punish,mismatched,1.584713,,,0.555555556,0.444444444,,,exploit_punish
29,21,run02,EF,E,2,reward,matched,1.566813,,,,,0.5,0.5,explore_reward
30,21,run02,CD,C,1,reward,matched,1.598012,,,0.6,0.4,,,explore_punish
31,21,run02,CD,D,1,punish,matched,1.579167,,,0.636363636,0.363636364,,,explore_reward
32,21,run02,AB,A,2,reward,matched,1.611106,0.916666667,0.083333333,,,,,exploit_reward
33,21,run02,AB,B,1,punish,matched,1.594134,0.923076923,0.076923077,,,,,explore_reward
34,21,run02,CD,D,1,punish,matched,1.593334,,,0.666666667,0.333333333,,,explore_punish
35,21,run02,CD,D,1,reward,mismatched,1.592329,,,0.615384615,0.384615385,,,explore_punish
36,21,run02,AB,A,2,reward,matched,1.591688,0.928571429,0.071428571,,,,,exploit_punish
37,21,run02,CD,Miss,Miss,Miss,Miss,Miss,,,,,,,miss_response
38,21,run02,AB,B,2,punish,matched,1.589156,0.933333333,0.066666667,,,,,explore_reward
39,21,run02,CD,D,1,punish,matched,1.571664,,,0.642857143,0.357142857,,,miss_response
40,21,run02,EF,Miss,Miss,Miss,Miss,Miss,,,,,,,miss_response
41,21,run02,EF,E,2,punish,mismatched,1.587908,,,,,0.428571429,0.571428571,miss_response
42,21,run02,AB,A,1,reward,matched,1.587171,0.9375,0.0625,,,,,exploit_punish
43,21,run02,AB,A,2,reward,matched,1.584307,0.941176471,0.058823529,,,,,exploit_reward
44,21,run02,AB,A,1,reward,matched,1.58429,0.944444444,0.055555556,,,,,exploit_reward
45,21,run02,AB,B,2,punish,matched,1.597997,0.947368421,0.052631579,,,,,explore_reward
46,21,run02,CD,C,1,punish,mismatched,1.580913,,,0.6,0.4,,,exploit_punish
47,21,run02,EF,E,2,punish,mismatched,1.547576,,,,,0.375,0.625,explore_punish
48,21,run02,AB,B,1,reward,mismatched,1.595303,0.9,0.1,,,,,explore_punish
49,21,run02,EF,F,1,punish,matched,1.594403,,,,,0.444444444,0.555555556,exploit_punish
50,21,run02,AB,A,2,reward,matched,1.593222,0.904761905,0.095238095,,,,,explore_reward
51,21,run02,CD,D,2,punish,matched,1.575511,,,0.625,0.375,,,exploit_punish
52,21,run03,EF,E,2,reward,matched,1.568482,,,,,0.5,0.5,exploit_punish
53,21,run03,AB,A,1,reward,matched,1.618542,0.909090909,0.090909091,,,,,exploit_reward
54,21,run03,AB,A,2,reward,matched,1.59979,0.913043478,0.086956522,,,,,exploit_reward
55,21,run03,CD,C,1,reward,matched,1.59888,,,0.647058824,0.352941176,,,exploit_punish
56,21,run03,AB,B,1,punish,matched,1.599329,0.916666667,0.083333333,,,,,explore_reward
57,21,run03,CD,Miss,Miss,Miss,Miss,Miss,,,,,,,miss_response
58,21,run03,AB,A,1,reward,matched,1.59571,0.92,0.08,,,,,exploit_punish
59,21,run03,AB,B,1,punish,matched,1.594933,0.923076923,0.076923077,,,,,explore_reward
60,21,run03,EF,Miss,Miss,Miss,Miss,Miss,,,,,,,miss_response
61,21,run03,EF,F,2,reward,mismatched,1.594067,,,,,0.454545455,0.545454545,miss_response
62,21,run03,CD,C,1,punish,mismatched,1.591782,,,0.611111111,0.388888889,,,miss_response
63,21,run03,AB,B,1,punish,matched,1.607603,0.925925926,0.074074074,,,,,explore_punish
64,21,run03,EF,F,1,punish,matched,1.589452,,,,,0.5,0.5,exploit_reward
65,21,run03,EF,Miss,Miss,Miss,Miss,Miss,,,,,,,miss_response
66,21,run03,CD,D,1,reward,mismatched,1.588329,,,0.578947368,0.421052632,,,exploit_punish
67,21,run03,AB,A,1,reward,matched,1.569968,0.928571429,0.071428571,,,,,exploit_punish
68,21,run03,CD,Miss,Miss,Miss,Miss,Miss,,,,,,,explore_reward
69,21,run03,AB,B,1,punish,matched,1.567788,0.931034483,0.068965517,,,,,explore_reward
70,21,run03,CD,Miss,Miss,Miss,Miss,Miss,,,,,,,miss_response
71,21,run03,CD,C,2,reward,matched,1.581923,,,0.6,0.4,,,miss_response
72,21,run03,CD,Miss,Miss,Miss,Miss,Miss,,,,,,,miss_response
73,21,run03,AB,B,1,punish,matched,1.598015,0.933333333,0.066666667,,,,,explore_punish
74,21,run03,AB,B,1,punish,matched,1.596015,0.935483871,0.064516129,,,,,explore_punish
75,21,run03,EF,F,2,punish,matched,1.594948,,,,,0.538461538,0.461538462,miss_response
76,21,run03,CD,D,1,punish,matched,1.577162,,,0.619047619,0.380952381,,,miss_response
77,21,run03,EF,F,2,punish,matched,1.576171,,,,,0.571428571,0.428571429,explore_punish
78,21,run04,EF,F,2,punish,matched,1.568412,,,,,0.6,0.4,explore_punish
79,21,run04,EF,F,1,punish,matched,1.60006,,,,,0.625,0.375,explore_punish
80,21,run04,EF,E,2,reward,matched,1.617588,,,,,0.647058824,0.352941176,exploit_punish
81,21,run04,EF,E,2,punish,mismatched,1.598073,,,,,0.611111111,0.388888889,exploit_reward
82,21,run04,EF,E,1,punish,mismatched,1.596701,,,,,0.578947368,0.421052632,explore_punish
83,21,run04,CD,Miss,Miss,Miss,Miss,Miss,,,,,,,miss_response
84,21,run04,CD,D,2,punish,matched,1.595902,,,0.636363636,0.363636364,,,miss_response
85,21,run04,AB,B,1,punish,matched,1.593636,0.9375,0.0625,,,,,explore_punish
86,21,run04,AB,A,1,punish,mismatched,1.575891,0.909090909,0.090909091,,,,,exploit_punish
87,21,run04,CD,D,1,punish,matched,1.591559,,,0.652173913,0.347826087,,,explore_punish
88,21,run04,EF,E,1,punish,mismatched,1.575324,,,,,0.55,0.45,explore_punish
89,21,run04,EF,F,2,reward,mismatched,1.589519,,,,,0.523809524,0.476190476,exploit_punish
90,21,run04,EF,F,1,punish,matched,1.572007,,,,,0.545454545,0.454545455,exploit_reward
91,21,run04,AB,A,2,reward,matched,1.587665,0.911764706,0.088235294,,,,,explore_punish
92,21,run04,AB,B,2,punish,matched,1.570029,0.914285714,0.085714286,,,,,explore_reward
93,21,run04,AB,Miss,Miss,Miss,Miss,Miss,,,,,,,miss_response
94,21,run04,EF,F,2,punish,matched,1.618681,,,,,0.565217391,0.434782609,explore_punish
95,21,run04,CD,D,1,reward,mismatched,1.567092,,,0.625,0.375,,,explore_punish
96,21,run04,EF,F,2,punish,matched,1.567275,,,,,0.583333333,0.416666667,explore_punish
97,21,run04,CD,C,1,reward,matched,1.599369,,,0.64,0.36,,,explore_reward
98,21,run04,AB,B,1,punish,matched,1.582198,0.916666667,0.083333333,,,,,miss_response
99,21,run04,EF,F,2,punish,matched,1.598397,,,,,0.6,0.4,explore_punish
100,21,run04,EF,F,1,punish,matched,1.580176,,,,,0.615384615,0.384615385,explore_punish
101,21,run04,EF,E,2,punish,mismatched,1.59435,,,,,0.592592593,0.407407407,exploit_punish
102,21,run04,CD,C,1,reward,matched,1.576737,,,0.653846154,0.346153846,,,exploit_reward
103,21,run04,CD,D,1,punish,matched,1.592041,,,0.666666667,0.333333333,,,explore_reward
0,22,run01,EF,Miss,Miss,Miss,Miss,Miss,,,,,,,
1,22,run01,AB,A,2,reward,matched,1.584243,1,0,,,,,
2,22,run01,EF,Miss,Miss,Miss,Miss,Miss,,,,,,,miss_response
3,22,run01,AB,B,2,punish,matched,1.598873,1,0,,,,,explore_reward
4,22,run01,EF,E,2,punish,mismatched,1.597038,,,,,0,1,miss_response
5,22,run01,CD,D,1,punish,matched,1.596888,,,1,0,,,
6,22,run01,EF,F,1,reward,mismatched,1.580087,,,,,0,1,exploit_punish
7,22,run01,EF,Miss,Miss,Miss,Miss,Miss,,,,,,,miss_response
8,22,run01,CD,C,1,reward,matched,1.593917,,,1,0,,,exploit_punish
9,22,run01,CD,C,2,reward,matched,1.59192,,,1,0,,,exploit_reward
10,22,run01,AB,A,2,punish,mismatched,1.609017,0.666666667,0.333333333,,,,,exploit_punish
11,22,run01,CD,D,1,punish,matched,1.606681,,,1,0,,,explore_reward
12,22,run01,AB,B,2,punish,matched,1.590378,0.75,0.25,,,,,exploit_punish
13,22,run01,CD,C,1,reward,matched,1.604601,,,1,0,,,exploit_punish
14,22,run01,CD,D,1,punish,matched,1.604819,,,1,0,,,explore_reward
15,22,run01,AB,B,2,punish,matched,1.586326,0.8,0.2,,,,,explore_punish
16,22,run01,AB,B,1,punish,matched,1.586298,0.833333333,0.166666667,,,,,explore_punish
17,22,run01,CD,D,1,punish,matched,1.584948,,,1,0,,,explore_punish
18,22,run01,CD,D,1,punish,matched,1.58296,,,1,0,,,explore_punish
19,22,run01,AB,A,1,reward,matched,1.59952,0.857142857,0.142857143,,,,,exploit_punish
20,22,run01,EF,E,2,reward,matched,1.582368,,,,,0.333333333,0.666666667,miss_response
21,22,run01,AB,B,2,punish,matched,1.581343,0.875,0.125,,,,,explore_reward
22,22,run01,AB,A,2,reward,matched,1.596995,0.888888889,0.111111111,,,,,exploit_punish
23,22,run01,AB,A,2,reward,matched,1.596444,0.9,0.1,,,,,exploit_reward
24,22,run01,AB,B,2,punish,matched,1.593765,0.909090909,0.090909091,,,,,explore_reward
25,22,run01,CD,C,2,reward,matched,1.609514,,,1,0,,,exploit_punish
26,22,run02,EF,Miss,Miss,Miss,Miss,Miss,,,,,,,miss_response
27,22,run02,AB,B,1,punish,matched,1.599692,0.916666667,0.083333333,,,,,explore_punish
28,22,run02,AB,B,2,reward,mismatched,1.599558,0.846153846,0.153846154,,,,,explore_punish
29,22,run02,AB,B,2,punish,matched,1.582091,0.857142857,0.142857143,,,,,exploit_reward
30,22,run02,AB,A,1,reward,matched,1.598273,0.866666667,0.133333333,,,,,exploit_punish
31,22,run02,EF,F,2,punish,matched,1.595648,,,,,0.5,0.5,miss_response
32,22,run02,CD,D,1,punish,matched,1.594408,,,1,0,,,explore_reward
33,22,run02,EF,E,1,reward,matched,1.594992,,,,,0.6,0.4,exploit_punish
34,22,run02,AB,B,2,reward,mismatched,1.575751,0.8125,0.1875,,,,,explore_reward
35,22,run02,CD,D,1,reward,mismatched,1.592318,,,0.909090909,0.090909091,,,explore_punish
36,22,run02,EF,F,1,punish,matched,1.60718,,,,,0.666666667,0.333333333,explore_reward
37,22,run02,CD,D,1,punish,matched,1.59073,,,0.916666667,0.083333333,,,exploit_reward
38,22,run02,AB,A,2,reward,matched,1.58842,0.823529412,0.176470588,,,,,explore_reward
39,22,run02,CD,C,1,reward,matched,1.587659,,,0.923076923,0.076923077,,,exploit_punish
40,22,run02,EF,F,2,punish,matched,1.571612,,,,,0.714285714,0.285714286,explore_punish
41,22,run02,AB,A,1,reward,matched,1.586431,0.833333333,0.166666667,,,,,exploit_reward
42,22,run02,CD,C,1,reward,matched,1.602608,,,0.928571429,0.071428571,,,exploit_reward
43,22,run02,AB,A,2,reward,matched,1.58344,0.842105263,0.157894737,,,,,exploit_reward
44,22,run02,CD,C,2,punish,mismatched,1.600311,,,0.866666667,0.133333333,,,exploit_reward
45,22,run02,AB,A,1,reward,matched,1.581597,0.85,0.15,,,,,exploit_reward
46,22,run02,CD,C,1,reward,matched,1.58134,,,0.875,0.125,,,explore_punish
47,22,run02,EF,E,2,reward,matched,1.597344,,,,,0.75,0.25,exploit_punish
48,22,run02,EF,Miss,Miss,Miss,Miss,Miss,,,,,,,miss_response
49,22,run02,CD,D,2,reward,mismatched,1.59396,,,0.823529412,0.176470588,,,explore_reward
50,22,run02,CD,C,2,reward,matched,1.594437,,,0.833333333,0.166666667,,,explore_reward
51,22,run02,CD,C,1,reward,matched,1.608315,,,0.842105263,0.157894737,,,exploit_reward
52,22,run03,EF,E,1,punish,mismatched,1.568861,,,,,0.666666667,0.333333333,miss_response
53,22,run03,AB,B,2,reward,mismatched,1.584002,0.80952381,0.19047619,,,,,explore_reward
54,22,run03,EF,F,2,reward,mismatched,1.599234,,,,,0.6,0.4,exploit_punish
55,22,run03,CD,D,1,punish,matched,1.615327,,,0.85,0.15,,,explore_reward
56,22,run03,CD,D,1,punish,matched,1.59876,,,0.857142857,0.142857143,,,explore_punish
57,22,run03,CD,C,2,punish,mismatched,1.614102,,,0.818181818,0.181818182,,,exploit_punish
58,22,run03,AB,A,2,reward,matched,1.612088,0.818181818,0.181818182,,,,,explore_reward
59,22,run03,EF,F,2,reward,mismatched,1.59432,,,,,0.545454545,0.454545455,exploit_reward
60,22,run03,EF,F,1,reward,mismatched,1.578676,,,,,0.5,0.5,exploit_reward
61,22,run03,EF,E,2,punish,mismatched,1.593274,,,,,0.461538462,0.538461538,explore_reward
62,22,run03,AB,A,1,reward,matched,1.591275,0.826086957,0.173913043,,,,,exploit_reward
63,22,run03,AB,B,1,punish,matched,1.607664,0.833333333,0.166666667,,,,,explore_reward
64,22,run03,EF,E,2,punish,mismatched,1.589105,,,,,0.428571429,0.571428571,explore_punish
65,22,run03,AB,A,1,reward,matched,1.589592,0.84,0.16,,,,,exploit_punish
66,22,run03,EF,E,1,reward,matched,1.588776,,,,,0.466666667,0.533333333,explore_punish
67,22,run03,AB,A,1,punish,mismatched,1.58619,0.807692308,0.192307692,,,,,exploit_reward
68,22,run03,AB,A,1,reward,matched,1.602508,0.814814815,0.185185185,,,,,explore_punish
69,22,run03,AB,A,2,reward,matched,1.58408,0.821428571,0.178571429,,,,,exploit_reward
70,22,run03,EF,F,1,reward,mismatched,1.600747,,,,,0.4375,0.5625,explore_reward
71,22,run03,AB,A,2,reward,matched,1.598114,0.827586207,0.172413793,,,,,exploit_reward
72,22,run03,AB,A,2,reward,matched,1.599137,0.833333333,0.166666667,,,,,exploit_reward
73,22,run03,EF,F,2,reward,mismatched,1.59797,,,,,0.411764706,0.588235294,exploit_reward
74,22,run03,AB,B,2,punish,matched,1.595811,0.838709677,0.161290323,,,,,explore_reward
75,22,run03,CD,D,2,reward,mismatched,1.577621,,,0.782608696,0.217391304,,,exploit_punish
76,22,run03,AB,A,2,reward,matched,1.593577,0.84375,0.15625,,,,,exploit_punish
77,22,run03,EF,E,2,reward,matched,1.592514,,,,,0.444444444,0.555555556,explore_reward
