trial,ID,run,img_pair,choice,side,outcome,matched,RT,a_learnedprob_correct,b_learnedprob_correct,c_learnedprob_correct,d_learnedprob_correct,e_learnedprob_correct,f_learnedprob_correct,reinforcer_response
97,3,run04,CD,C,1,reward,matched,1.593842,,,0.852941176,0.147058824,,,exploit_punish
98,3,run04,CD,C,1,reward,matched,1.585091,,,0.857142857,0.142857143,,,exploit_reward
99,3,run04,EF,F,2,punish,matched,1.585252,,,,,0.6,0.4,exploit_reward
100,3,run04,CD,C,2,reward,matched,1.597281,,,0.861111111,0.138888889,,,exploit_reward
101,3,run04,EF,F,1,reward,mismatched,1.582386,,,,,0.576923077,0.423076923,explore_punish
102,3,run04,EF,E,2,reward,matched,1.580128,,,,,0.592592593,0.407407407,explore_reward
103,3,run04,EF,E,1,reward,matched,1.58111,,,,,0.607142857,0.392857143,exploit_reward
0,4,run01,AB,A,2,punish,mismatched,1.568732,0,1,,,,,
1,4,run01,CD,C,1,reward,matched,1.568763,,,1,0,,,
2,4,run01,CD,C,2,reward,matched,1.583615,,,1,0,,,exploit_reward
3,4,run01,AB,B,1,punish,matched,1.599383,0.5,0.5,,,,,exploit_punish
4,4,run01,EF,E,2,reward,matched,1.581338,,,,,1,0,
5,4,run01,AB,A,1,reward,matched,1.580364,0.666666667,0.333333333,,,,,exploit_punish
6,4,run01,EF,Miss,Miss,Miss,Miss,Miss,,,,,,,miss_response
7,4,run01,AB,Miss,Miss,Miss,Miss,Miss,,,,,,,miss_response
8,4,run01,AB,A,1,reward,matched,1.610813,0.75,0.25,,,,,miss_response
9,4,run01,CD,D,1,punish,matched,1.5919,,,1,0,,,explore_reward
10,4,run01,EF,E,1,punish,mismatched,1.577248,,,,,0.5,0.5,miss_response
11,4,run01,CD,C,2,reward,matched,1.590787,,,1,0,,,exploit_punish
12,4,run01,EF,F,1,reward,mismatched,1.590414,,,,,0.333333333,0.666666667,exploit_punish
13,4,run01,CD,D,1,reward,mismatched,1.605161,,,0.8,0.2,,,explore_reward
14,4,run01,CD,D,2,punish,matched,1.60539,,,0.833333333,0.166666667,,,exploit_reward
15,4,run01,AB,A,2,reward,matched,1.603126,0.8,0.2,,,,,exploit_reward
16,4,run01,CD,C,1,reward,matched,1.586773,,,0.857142857,0.142857143,,,exploit_punish
17,4,run01,CD,D,2,reward,mismatched,1.586152,,,0.75,0.25,,,explore_reward
18,4,run01,CD,C,2,punish,mismatched,1.583708,,,0.666666667,0.333333333,,,explore_reward
19,4,run01,AB,B,2,punish,matched,1.583311,0.833333333,0.166666667,,,,,explore_reward
20,4,run01,AB,A,1,punish,mismatched,1.581301,0.714285714,0.285714286,,,,,exploit_punish
21,4,run01,CD,D,2,punish,matched,1.59849,,,0.7,0.3,,,exploit_punish
22,4,run01,AB,B,2,punish,matched,1.59748,0.75,0.25,,,,,exploit_punish
23,4,run01,EF,F,1,reward,mismatched,1.580334,,,,,0.25,0.75,exploit_reward
24,4,run01,EF,E,1,reward,matched,1.594339,,,,,0.4,0.6,explore_reward
25,4,run01,AB,A,2,punish,mismatched,1.594212,0.666666667,0.333333333,,,,,exploit_punish
26,4,run02,CD,D,1,reward,mismatched,1.585091,,,0.636363636,0.363636364,,,explore_punish
27,4,run02,EF,E,2,reward,matched,1.600185,,,,,0.5,0.5,exploit_reward
28,4,run02,EF,E,1,reward,matched,1.583613,,,,,0.571428571,0.428571429,exploit_reward
29,4,run02,AB,B,1,reward,mismatched,1.599024,0.6,0.4,,,,,exploit_punish
30,4,run02,AB,A,2,reward,matched,1.582151,0.636363636,0.363636364,,,,,explore_reward
31,4,run02,EF,E,1,punish,mismatched,1.59596,,,,,0.5,0.5,exploit_reward
32,4,run02,CD,D,1,reward,mismatched,1.577869,,,0.583333333,0.416666667,,,exploit_reward
33,4,run02,EF,F,2,punish,matched,1.610672,,,,,0.555555556,0.444444444,exploit_punish
34,4,run02,CD,D,1,reward,mismatched,1.592889,,,0.538461538,0.461538462,,,exploit_reward
35,4,run02,CD,C,1,reward,matched,1.593069,,,0.571428571,0.428571429,,,explore_reward
36,4,run02,AB,B,1,punish,matched,1.591056,0.666666667,0.333333333,,,,,explore_reward
37,4,run02,EF,E,2,reward,matched,1.573984,,,,,0.6,0.4,exploit_punish
38,4,run02,EF,E,2,punish,mismatched,1.588558,,,,,0.545454545,0.454545455,exploit_reward
39,4,run02,AB,A,2,punish,mismatched,1.571518,0.615384615,0.384615385,,,,,exploit_punish
40,4,run02,CD,C,1,punish,mismatched,1.605234,,,0.533333333,0.466666667,,,exploit_reward
41,4,run02,CD,D,2,punish,matched,1.603399,,,0.5625,0.4375,,,exploit_punish
42,4,run02,AB,A,1,reward,matched,1.586368,0.642857143,0.357142857,,,,,explore_punish
43,4,run02,CD,C,2,reward,matched,1.60059,,,0.588235294,0.411764706,,,exploit_punish
44,4,run02,AB,B,1,punish,matched,1.567708,0.666666667,0.333333333,,,,,explore_reward
45,4,run02,CD,C,1,reward,matched,1.581771,,,0.611111111,0.388888889,,,exploit_reward
46,4,run02,AB,A,2,reward,matched,1.597695,0.6875,0.3125,,,,,exploit_punish
47,4,run02,AB,A,1,punish,mismatched,1.57991,0.647058824,0.352941176,,,,,exploit_reward
48,4,run02,CD,D,2,punish,matched,1.578943,,,0.631578947,0.368421053,,,explore_reward
49,4,run02,CD,D,1,reward,mismatched,1.577557,,,0.6,0.4,,,explore_punish
50,4,run02,CD,D,1,punish,matched,1.593271,,,0.619047619,0.380952381,,,exploit_reward
51,4,run02,EF,E,2,reward,matched,1.576571,,,,,0.583333333,0.416666667,explore_punish
52,4,run03,EF,E,1,punish,mismatched,1.569975,,,,,0.538461538,0.461538462,exploit_reward
53,4,run03,AB,A,2,reward,matched,1.601737,0.666666667,0.333333333,,,,,explore_punish
54,4,run03,EF,E,2,punish,mismatched,1.616235,,,,,0.5,0.5,explore_punish
55,4,run03,CD,C,1,reward,matched,1.581921,,,0.636363636,0.363636364,,,exploit_punish
56,4,run03,CD,D,2,punish,matched,1.598736,,,0.652173913,0.347826087,,,explore_reward
57,4,run03,AB,B,2,punish,matched,1.613917,0.684210526,0.315789474,,,,,explore_reward
58,4,run03,CD,D,1,punish,matched,1.579128,,,0.666666667,0.333333333,,,explore_punish
59,4,run03,EF,F,2,reward,mismatched,1.577912,,,,,0.466666667,0.533333333,exploit_punish
60,4,run03,EF,E,1,reward,matched,1.594959,,,,,0.5,0.5,explore_reward
61,4,run03,EF,E,1,punish,mismatched,1.610175,,,,,0.470588235,0.529411765,exploit_reward
62,4,run03,CD,C,2,reward,matched,1.576014,,,0.68,0.32,,,exploit_punish
63,4,run03,CD,D,2,punish,matched,1.59113,,,0.692307692,0.307692308,,,explore_reward
64,4,run03,AB,B,1,punish,matched,1.589039,0.7,0.3,,,,,explore_punish
65,4,run03,AB,B,2,punish,matched,1.589989,0.714285714,0.285714286,,,,,explore_punish
66,4,run03,EF,F,2,punish,matched,1.588644,,,,,0.5,0.5,exploit_punish
67,4,run03,CD,D,2,punish,matched,1.604259,,,0.703703704,0.296296296,,,explore_punish
68,4,run03,CD,C,2,reward,matched,1.603166,,,0.714285714,0.285714286,,,exploit_punish
69,4,run03,AB,A,1,reward,matched,1.585713,0.727272727,0.272727273,,,,,exploit_punish
70,4,run03,CD,C,1,punish,mismatched,1.601064,,,0.689655172,0.310344828,,,exploit_reward
71,4,run03,AB,A,1,reward,matched,1.598106,0.739130435,0.260869565,,,,,exploit_reward
72,4,run03,AB,B,2,punish,matched,1.582765,0.75,0.25,,,,,explore_reward
73,4,run03,CD,D,1,punish,matched,1.581803,,,0.7,0.3,,,exploit_punish
74,4,run03,EF,E,2,punish,mismatched,1.597467,,,,,0.473684211,0.526315789,exploit_punish
75,4,run03,EF,F,2,punish,matched,1.578362,,,,,0.5,0.5,exploit_punish
76,4,run03,AB,A,2,reward,matched,1.594594,0.76,0.24,,,,,exploit_punish
77,4,run03,AB,B,2,punish,matched,1.575956,0.769230769,0.230769231,,,,,explore_reward
78,4,run04,CD,C,1,reward,matched,1.586808,,,0.709677419,0.290322581,,,exploit_punish
79,4,run04,CD,C,1,punish,mismatched,1.615595,,,0.6875,0.3125,,,exploit_reward
80,4,run04,AB,B,2,punish,matched,1.616228,0.777777778,0.222222222,,,,,explore_punish
81,4,run04,AB,B,2,punish,matched,1.599732,0.785714286,0.214285714,,,,,explore_punish
82,4,run04,AB,A,1,reward,matched,1.599065,0.793103448,0.206896552,,,,,exploit_punish
83,4,run04,CD,C,2,reward,matched,1.601939,,,0.696969697,0.303030303,,,explore_punish
84,4,run04,AB,A,1,reward,matched,1.59989,0.8,0.2,,,,,exploit_reward
85,4,run04,AB,B,1,punish,matched,1.596779,0.806451613,0.193548387,,,,,explore_reward
86,4,run04,AB,A,1,reward,matched,1.595619,0.8125,0.1875,,,,,exploit_punish
87,4,run04,EF,E,1,reward,matched,1.592506,,,,,0.523809524,0.476190476,exploit_punish
88,4,run04,CD,D,2,punish,matched,1.611897,,,0.705882353,0.294117647,,,explore_reward
89,4,run04,EF,E,1,punish,mismatched,1.592661,,,,,0.5,0.5,exploit_reward
90,4,run04,AB,B,2,punish,matched,1.593681,0.818181818,0.181818182,,,,,explore_reward
91,4,run04,EF,F,1,reward,mismatched,1.590378,,,,,0.47826087,0.52173913,exploit_punish
92,4,run04,AB,A,1,reward,matched,1.60756,0.823529412,0.176470588,,,,,exploit_punish
93,4,run04,CD,C,1,punish,mismatched,1.598041,,,0.685714286,0.314285714,,,exploit_punish
94,4,run04,EF,Miss,Miss,Miss,Miss,Miss,,,,,,,miss_response
95,4,run04,CD,C,2,reward,matched,1.593441,,,0.694444444,0.305555556,,,explore_punish
96,4,run04,AB,A,1,reward,matched,1.6003,0.828571429,0.171428571,,,,,exploit_reward
97,4,run04,CD,C,2,reward,matched,1.602977,,,0.702702703,0.297297297,,,exploit_reward
98,4,run04,AB,B,1,punish,matched,1.612694,0.833333333,0.166666667,,,,,explore_reward
99,4,run04,AB,A,1,reward,matched,1.60682,0.837837838,0.162162162,,,,,exploit_punish
100,4,run04,AB,A,1,reward,matched,1.598617,0.842105263,0.157894737,,,,,exploit_reward
101,4,run04,AB,B,2,reward,mismatched,1.597218,0.820512821,0.179487179,,,,,explore_reward
102,4,run04,EF,F,1,reward,mismatched,1.600567,,,,,0.458333333,0.541666667,miss_response
103,4,run04,CD,D,1,punish,matched,1.617157,,,0.710526316,0.289473684,,,explore_reward
0,5,run01,AB,A,2,reward,matched,1.586654,1,0,,,,,
1,5,run01,CD,D,1,punish,matched,1.582016,,,1,0,,,
2,5,run01,AB,A,2,reward,matched,1.583173,1,0,,,,,exploit_reward
3,5,run01,EF,E,2,reward,matched,1.59124,,,,,1,0,
4,5,run01,AB,B,1,punish,matched,1.599115,1,0,,,,,explore_reward
5,5,run01,CD,C,1,reward,matched,1.587612,,,1,0,,,exploit_punish
6,5,run01,CD,C,2,reward,matched,1.594544,,,1,0,,,exploit_reward
7,5,run01,CD,C,2,punish,mismatched,1.596795,,,0.75,0.25,,,exploit_reward
8,5,run01,CD,D,2,punish,matched,1.593913,,,0.8,0.2,,,exploit_punish
9,5,run01,EF,E,1,reward,matched,1.612275,,,,,1,0,exploit_reward
10,5,run01,EF,Miss,Miss,Miss,Miss,Miss,,,,,,,miss_response
11,5,run01,CD,D,1,punish,matched,1.592576,,,0.833333333,0.166666667,,,explore_punish
12,5,run01,CD,C,1,reward,matched,1.595317,,,0.857142857,0.142857143,,,exploit_punish
13,5,run01,CD,D,1,punish,matched,1.589992,,,0.875,0.125,,,explore_reward
14,5,run01,AB,A,1,punish,mismatched,1.592044,0.75,0.25,,,,,exploit_punish
15,5,run01,AB,B,2,punish,matched,1.588877,0.8,0.2,,,,,exploit_punish
16,5,run01,AB,A,2,reward,matched,1.585613,0.833333333,0.166666667,,,,,exploit_punish
17,5,run01,EF,E,2,punish,mismatched,1.584646,,,,,0.666666667,0.333333333,miss_response
18,5,run01,CD,D,1,reward,mismatched,1.597424,,,0.777777778,0.222222222,,,explore_punish
19,5,run01,AB,B,2,punish,matched,1.592266,0.857142857,0.142857143,,,,,explore_reward
20,5,run01,CD,D,1,punish,matched,1.599681,,,0.8,0.2,,,exploit_reward
21,5,run01,AB,A,2,reward,matched,1.595981,0.875,0.125,,,,,exploit_punish
22,5,run01,AB,A,1,reward,matched,1.587193,0.888888889,0.111111111,,,,,exploit_reward
23,5,run01,AB,A,1,reward,matched,1.579142,0.9,0.1,,,,,exploit_reward
24,5,run01,CD,D,2,punish,matched,1.596125,,,0.818181818,0.181818182,,,explore_punish
25,5,run01,EF,F,2,punish,matched,1.596582,,,,,0.75,0.25,exploit_punish
26,5,run02,CD,D,1,reward,mismatched,1.570005,,,0.75,0.25,,,explore_punish
27,5,run02,AB,A,2,punish,mismatched,1.582539,0.818181818,0.181818182,,,,,exploit_reward
28,5,run02,CD,D,1,reward,mismatched,1.59187,,,0.692307692,0.307692308,,,exploit_reward
29,5,run02,AB,B,1,punish,matched,1.584423,0.833333333,0.166666667,,,,,exploit_punish
30,5,run02,AB,B,2,reward,mismatched,1.591722,0.769230769,0.230769231,,,,,explore_punish
31,5,run02,EF,F,1,punish,matched,1.580331,,,,,0.8,0.2,explore_punish
32,5,run02,EF,F,1,reward,mismatched,1.588297,,,,,0.666666667,0.333333333,explore_punish
33,5,run02,EF,E,1,reward,matched,1.595978,,,,,0.714285714,0.285714286,explore_reward
34,5,run02,AB,A,1,reward,matched,1.59805,0.785714286,0.214285714,,,,,explore_reward
35,5,run02,EF,F,1,punish,matched,1.575903,,,,,0.75,0.25,explore_reward
36,5,run02,CD,C,2,reward,matched,1.590415,,,0.714285714,0.285714286,,,explore_reward
37,5,run02,EF,E,1,reward,matched,1.589922,,,,,0.777777778,0.222222222,exploit_punish
38,5,run02,AB,B,2,punish,matched,1.590402,0.8,0.2,,,,,explore_reward
39,5,run02,EF,E,2,reward,matched,1.593996,,,,,0.8,0.2,exploit_reward
40,5,run02,CD,D,2,reward,mismatched,1.588345,,,0.666666667,0.333333333,,,explore_reward
41,5,run02,EF,E,1,reward,matched,1.588786,,,,,0.818181818,0.181818182,exploit_reward
42,5,run02,EF,F,2,reward,mismatched,1.584819,,,,,0.75,0.25,explore_reward
43,5,run02,AB,B,1,punish,matched,1.584855,0.8125,0.1875,,,,,explore_punish
44,5,run02,AB,B,2,punish,matched,1.593978,0.823529412,0.176470588,,,,,explore_punish
45,5,run02,CD,D,2,punish,matched,1.58962,,,0.6875,0.3125,,,exploit_reward
46,5,run02,EF,F,2,punish,matched,1.580314,,,,,0.769230769,0.230769231,exploit_reward
47,5,run02,CD,D,2,punish,matched,1.603012,,,0.705882353,0.294117647,,,explore_punish
48,5,run02,AB,A,2,punish,mismatched,1.578846,0.777777778,0.222222222,,,,,exploit_punish
49,5,run02,AB,B,1,punish,matched,1.594976,0.789473684,0.210526316,,,,,exploit_punish
50,5,run02,AB,A,2,punish,mismatched,1.591941,0.75,0.25,,,,,exploit_punish
51,5,run02,AB,A,2,punish,mismatched,1.592966,0.714285714,0.285714286,,,,,explore_punish
52,5,run03,EF,E,2,punish,mismatched,1.559797,,,,,0.714285714,0.285714286,exploit_punish
53,5,run03,EF,F,1,punish,matched,1.586657,,,,,0.733333333,0.266666667,exploit_punish
54,5,run03,EF,F,2,punish,matched,1.589062,,,,,0.75,0.25,explore_punish
55,5,run03,AB,A,2,reward,matched,1.585159,0.727272727,0.272727273,,,,,explore_punish
56,5,run03,CD,C,1,reward,matched,1.581714,,,0.722222222,0.277777778,,,exploit_punish
57,5,run03,EF,F,2,reward,mismatched,1.587426,,,,,0.705882353,0.294117647,explore_punish
58,5,run03,EF,F,2,reward,mismatched,1.598803,,,,,0.666666667,0.333333333,exploit_reward
59,5,run03,EF,F,2,punish,matched,1.581132,,,,,0.684210526,0.315789474,exploit_reward
60,5,run03,EF,F,1,punish,matched,1.578903,,,,,0.7,0.3,explore_punish
61,5,run03,AB,A,2,punish,mismatched,1.58017,0.695652174,0.304347826,,,,,exploit_reward
62,5,run03,EF,E,2,punish,mismatched,1.590319,,,,,0.666666667,0.333333333,exploit_punish
63,5,run03,AB,A,1,reward,matched,1.593439,0.708333333,0.291666667,,,,,explore_punish
64,5,run03,CD,C,1,reward,matched,1.609158,,,0.736842105,0.263157895,,,exploit_reward
65,5,run03,AB,B,1,reward,mismatched,1.593587,0.68,0.32,,,,,explore_reward
66,5,run03,CD,C,1,reward,matched,1.589257,,,0.75,0.25,,,exploit_reward
67,5,run03,AB,A,1,reward,matched,1.589642,0.692307692,0.307692308,,,,,explore_reward
68,5,run03,CD,D,1,reward,mismatched,1.58701,,,0.714285714,0.285714286,,,explore_reward
69,5,run03,EF,E,1,reward,matched,1.587299,,,,,0.681818182,0.318181818,explore_punish
70,5,run03,EF,E,1,reward,matched,1.601343,,,,,0.695652174,0.304347826,exploit_reward
71,5,run03,CD,C,2,reward,matched,1.599698,,,0.727272727,0.272727273,,,explore_reward
72,5,run03,EF,F,1,reward,mismatched,1.591443,,,,,0.666666667,0.333333333,explore_reward
73,5,run03,EF,E,2,reward,matched,1.59933,,,,,0.68,0.32,explore_reward
74,5,run03,EF,F,1,punish,matched,1.581183,,,,,0.692307692,0.307692308,explore_reward
75,5,run03,AB,A,2,reward,matched,1.580912,0.703703704,0.296296296,,,,,exploit_reward
76,5,run03,CD,D,1,punish,matched,1.601953,,,0.739130435,0.260869565,,,explore_reward
77,5,run03,AB,Miss,Miss,Miss,Miss,Miss,,,,,,,miss_response
78,5,run04,AB,A,1,reward,matched,1.554667,0.714285714,0.285714286,,,,,miss_response
79,5,run04,AB,Miss,Miss,Miss,Miss,Miss,,,,,,,explore_reward
80,5,run04,CD,Miss,Miss,Miss,Miss,Miss,,,,,,,exploit_punish
81,5,run04,CD,Miss,Miss,Miss,Miss,Miss,,,,,,,miss_response
0,6,run01,AB,A,1,reward,matched,1.581486,1,0,,,,,
1,6,run01,EF,F,2,punish,matched,1.576037,,,,,1,0,
2,6,run01,CD,C,2,punish,mismatched,1.58277,,,0,1,,,
3,6,run01,AB,Miss,Miss,Miss,Miss,Miss,,,,,,,miss_response
4,6,run01,AB,B,1,punish,matched,1.603689,1,0,,,,,miss_response
5,6,run01,EF,Miss,Miss,Miss,Miss,Miss,,,,,,,miss_response
6,6,run01,EF,F,1,reward,mismatched,1.604678,,,,,0.5,0.5,miss_response
7,6,run01,AB,B,2,punish,matched,1.595601,1,0,,,,,explore_punish
8,6,run01,AB,A,1,reward,matched,1.602934,1,0,,,,,exploit_punish
9,6,run01,AB,B,2,punish,matched,1.588473,1,0,,,,,explore_reward
10,6,run01,AB,B,2,reward,mismatched,1.591342,0.833333333,0.166666667,,,,,explore_punish
11,6,run01,AB,A,1,reward,matched,1.591193,0.857142857,0.142857143,,,,,explore_reward
12,6,run01,AB,A,2,reward,matched,1.58888,0.875,0.125,,,,,exploit_reward
13,6,run01,EF,E,1,reward,matched,1.598707,,,,,0.666666667,0.333333333,explore_reward
14,6,run01,AB,A,2,reward,matched,1.601872,0.888888889,0.111111111,,,,,exploit_reward
15,6,run01,EF,E,1,reward,matched,1.597256,,,,,0.75,0.25,exploit_reward
16,6,run01,EF,F,1,punish,matched,1.592761,,,,,0.8,0.2,explore_reward
17,6,run01,CD,C,2,reward,matched,1.594197,,,0.5,0.5,,,explore_punish
18,6,run01,AB,A,1,reward,matched,1.602836,0.9,0.1,,,,,exploit_reward
19,6,run01,EF,E,1,punish,mismatched,1.600757,,,,,0.666666667,0.333333333,exploit_punish
20,6,run01,CD,D,2,reward,mismatched,1.605321,,,0.333333333,0.666666667,,,explore_reward
21,6,run01,EF,F,1,reward,mismatched,1.603255,,,,,0.571428571,0.428571429,exploit_punish
22,6,run01,EF,F,1,reward,mismatched,1.611262,,,,,0.5,0.5,exploit_reward
23,6,run01,CD,D,1,reward,mismatched,1.586718,,,0.25,0.75,,,exploit_reward
24,6,run01,EF,E,2,reward,matched,1.601187,,,,,0.555555556,0.444444444,explore_reward
25,6,run01,EF,F,1,punish,matched,1.605692,,,,,0.6,0.4,explore_reward
26,6,run02,AB,A,1,reward,matched,1.592675,0.909090909,0.090909091,,,,,exploit_reward
27,6,run02,CD,C,1,reward,matched,1.61041,,,0.4,0.6,,,explore_reward
28,6,run02,EF,F,1,punish,matched,1.604479,,,,,0.636363636,0.363636364,explore_punish
29,6,run02,AB,B,2,punish,matched,1.581409,0.916666667,0.083333333,,,,,explore_reward
30,6,run02,AB,A,1,reward,matched,1.58614,0.923076923,0.076923077,,,,,exploit_punish
31,6,run02,AB,A,2,reward,matched,1.583287,0.928571429,0.071428571,,,,,exploit_reward
32,6,run02,AB,B,2,punish,matched,1.566022,0.933333333,0.066666667,,,,,explore_reward
33,6,run02,AB,A,1,reward,matched,1.578231,0.9375,0.0625,,,,,exploit_punish
34,6,run02,EF,E,2,punish,mismatched,1.59394,,,,,0.583333333,0.416666667,exploit_punish
35,6,run02,AB,B,1,punish,matched,1.588285,0.941176471,0.058823529,,,,,explore_reward
36,6,run02,AB,B,1,reward,mismatched,1.58148,0.888888889,0.111111111,,,,,explore_punish
37,6,run02,AB,B,2,punish,matched,1.59356,0.894736842,0.105263158,,,,,exploit_reward
38,6,run02,AB,A,1,reward,matched,1.580441,0.9,0.1,,,,,exploit_punish
39,6,run02,AB,A,2,reward,matched,1.588544,0.904761905,0.095238095,,,,,exploit_reward
40,6,run02,EF,F,1,punish,matched,1.596446,,,,,0.615384615,0.384615385,exploit_punish
41,6,run02,CD,D,1,punish,matched,1.568078,,,0.5,0.5,,,explore_reward
42,6,run02,AB,B,1,punish,matched,1.590698,0.909090909,0.090909091,,,,,explore_reward
43,6,run02,CD,D,2,reward,mismatched,1.592111,,,0.428571429,0.571428571,,,explore_punish
44,6,run02,EF,F,1,reward,mismatched,1.598011,,,,,0.571428571,0.428571429,explore_punish
45,6,run02,CD,D,2,punish,matched,1.600814,,,0.5,0.5,,,exploit_reward
46,6,run02,EF,F,2,reward,mismatched,1.597932,,,,,0.533333333,0.466666667,exploit_reward
47,6,run02,AB,B,1,punish,matched,1.598251,0.913043478,0.086956522,,,,,explore_punish
48,6,run02,AB,B,1,reward,mismatched,1.584259,0.875,0.125,,,,,explore_punish
49,6,run02,EF,F,2,punish,matched,1.584932,,,,,0.5625,0.4375,exploit_reward
50,6,run02,AB,A,1,reward,matched,1.600477,0.88,0.12,,,,,explore_reward
51,6,run02,CD,C,2,reward,matched,1.587586,,,0.555555556,0.444444444,,,exploit_punish
52,6,run03,EF,F,1,reward,mismatched,1.574846,,,,,0.529411765,0.470588235,explore_punish
53,6,run03,AB,A,1,reward,matched,1.613966,0.884615385,0.115384615,,,,,exploit_reward
54,6,run03,AB,A,1,reward,matched,1.604453,0.888888889,0.111111111,,,,,exploit_reward
55,6,run03,CD,D,2,punish,matched,1.589809,,,0.6,0.4,,,explore_reward
56,6,run03,CD,D,2,punish,matched,1.59242,,,0.636363636,0.363636364,,,explore_punish
57,6,run03,EF,E,2,reward,matched,1.582329,,,,,0.555555556,0.444444444,explore_reward
58,6,run03,EF,F,1,punish,matched,1.599178,,,,,0.578947368,0.421052632,explore_reward
59,6,run03,CD,D,2,punish,matched,1.59921,,,0.666666667,0.333333333,,,explore_punish
60,6,run03,AB,A,2,reward,matched,1.587824,0.892857143,0.107142857,,,,,exploit_reward
61,6,run03,AB,A,1,reward,matched,1.580411,0.896551724,0.103448276,,,,,exploit_reward
62,6,run03,CD,C,2,reward,matched,1.600884,,,0.692307692,0.307692308,,,exploit_punish
63,6,run03,CD,C,2,reward,matched,1.594786,,,0.714285714,0.285714286,,,exploit_reward
64,6,run03,AB,B,2,reward,mismatched,1.59516,0.866666667,0.133333333,,,,,explore_reward
65,6,run03,AB,B,1,punish,matched,1.587302,0.870967742,0.129032258,,,,,exploit_reward
66,6,run03,AB,B,1,punish,matched,1.594421,0.875,0.125,,,,,explore_punish
67,6,run03,CD,C,2,reward,matched,1.591467,,,0.733333333,0.266666667,,,exploit_reward
